시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,근거,RS_slope20,RS_high50,VCP_ok,Pivot_near,Vol_breakout,UDVR_50,UDVR_ok,OBV_high,Weekly_pos,Regime_good,EBS_PLUS,HitProb_%(heuristic),추천매수가,추천매도가1,추천매도가2,손절가
KOSDAQ,에스엔시스,0008Z0,41100,56.4,3878.4,51.2,-1.78,191.7307,-193.67827,-0.4,-3.41,2.49,3,"RSI 45~65, MACD>0, 5d<10%",,,False,False,False,,False,False,True,True,16.8,15.0,41100,43590,45570,40590
KOSDAQ,티에프이,425420,40750,83.03,4874.0,48.2,-0.68,-264.7546,160.35091,-0.16,8.09,1.49,5,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 5d<10%",-0.1817,False,False,False,False,1.22,False,False,False,True,16.1,15.0,40750,44120,46820,39800
기타,STX엔진,077970,35350,151.41,14192.3,38.0,-6.72,-274.3421,-58.71928,-0.93,-8.66,-3.42,1,5d<10%,-0.2381,False,False,False,False,1.5,True,False,False,True,15.0,15.0,36800,38990,40730,36760
KOSDAQ,삼양컴텍,484590,15900,54.58,6552.5,35.5,-6.94,-120.2808,-21.60508,-0.57,-7.4,-0.75,1,5d<10%,-0.2706,False,False,False,False,1.83,True,False,False,True,15.0,15.0,16690,17480,18120,16570
기타,고려아연,010130,1033000,702.81,199815.9,41.6,-8.03,-25925.0161,-4625.0911,0.13,-11.41,-15.54,2,"상승구조, 5d<10%",-0.0703,False,False,False,False,1.26,False,False,True,True,14.7,15.0,1071330,1174970,1257890,1089460
KOSDAQ,미코,059090,14510,69.98,4848.8,42.0,-6.11,-137.4794,-33.52552,-0.65,-9.31,-3.27,2,"상승구조, 5d<10%",-0.1618,False,False,False,False,1.09,False,False,True,True,14.7,15.0,14940,15960,16780,14990
기타,HD현대인프라코어,042670,15240,416.01,28780.9,54.9,-2.34,16.8108,-109.82743,0.43,-9.98,3.32,4,"RSI 45~65, 상승구조, MACD>0, 5d<10%",-0.181,False,False,False,False,1.13,False,False,False,True,13.9,15.0,15240,16240,17030,15140
기타,HMM,011200,20550,289.49,193835.4,56.0,0.14,99.5278,-20.68413,-0.64,0.0,-1.2,4,"RSI 45~65, MA20 근처, MACD>0, 5d<10%",-0.1756,False,False,False,False,0.89,False,False,False,True,13.9,15.0,20550,21180,21680,19910
기타,아모레퍼시픽,090430,120900,212.35,70717.7,50.7,0.45,331.2808,-25.78807,-0.43,1.85,2.72,4,"RSI 45~65, MA20 근처, MACD>0, 5d<10%",-0.1857,False,False,False,False,1.03,False,False,False,True,13.9,15.0,120900,123580,125720,116880
KOSDAQ,제이에스링크,127120,20950,59.41,6291.9,37.2,-0.4,-208.9133,102.33432,-0.59,4.75,4.23,4,"MACD↑, MA20 근처, 상승구조, 5d<10%",-0.2936,False,False,False,False,1.16,False,False,False,True,13.9,15.0,20950,22630,23980,20400
KOSDAQ,한라캐스트,125490,11820,625.26,4314.6,68.9,7.82,-95.2891,-98.13947,-0.75,-10.32,3.68,1,5d<10%,,,False,False,False,,False,False,True,True,12.5,15.0,11630,12950,14010,10630
기타,한화에어로스페이스,012450,979000,1219.36,504805.7,48.2,-2.73,-2913.8385,-1202.2916,-1.41,-3.36,7.35,3,"RSI 45~65, 상승구조, 5d<10%",-0.227,False,False,False,False,0.91,False,False,False,True,11.7,15.0,985310,1027590,1061420,976260
기타,하나금융지주,086790,85500,1043.87,237968.6,50.9,-1.74,-293.6467,-62.82358,0.97,-2.84,-0.7,3,"RSI 45~65, 상승구조, 5d<10%",-0.1908,False,False,False,False,1.04,False,False,False,True,11.7,15.0,85810,88210,90140,84400
기타,우리금융지주,316140,25400,543.35,186455.4,53.2,-1.2,-61.7856,-9.70339,0.43,-0.39,0.2,3,"RSI 45~65, 상승구조, 5d<10%",-0.2008,False,False,False,False,0.97,False,False,False,True,11.7,15.0,25400,26060,26580,24940
기타,현대해상,001450,27300,135.49,24406.2,46.0,-1.61,-21.7356,-27.92427,0.39,-2.15,1.11,3,"RSI 45~65, 상승구조, 5d<10%",-0.2345,False,False,False,False,0.97,False,False,False,True,11.7,15.0,27390,28100,28680,26920
KOSDAQ,오스코텍,039200,41000,88.36,15684.6,39.0,-1.92,-202.635,109.47264,-0.05,8.18,2.63,3,"MACD↑, 상승구조, 5d<10%",-0.2405,False,False,False,False,1.1,False,False,False,True,11.7,15.0,41000,43140,44840,40550
KOSDAQ,덕산네오룩스,213420,42100,77.98,10453.9,27.1,-6.06,-279.6381,4.55045,-0.07,-1.98,-6.03,3,"MACD↑, 상승구조, 5d<10%",-0.2288,False,False,False,False,0.85,False,False,False,True,11.7,15.0,43880,45750,47240,43470
KOSDAQ,쎄트렉아이,099320,60300,62.92,6603.6,31.4,-5.96,-956.348,207.02144,-0.01,2.73,-1.95,3,"MACD↑, 상승구조, 5d<10%",-0.2889,False,False,False,False,1.15,False,False,False,True,11.7,15.0,62490,65760,68390,62200
KOSDAQ,이엔에프테크놀로지,102710,49650,58.5,7093.9,20.2,-9.28,-1235.8879,138.542,-1.2,0.3,-11.65,3,"MACD↑, 상승구조, 5d<10%",-0.2263,False,False,False,False,1.12,False,False,False,True,11.7,15.0,53360,56100,58290,53090
기타,현대백화점,069960,80800,51.73,18284.1,40.3,-2.39,-406.6139,6.22323,-0.99,-1.58,0.62,3,"MACD↑, 상승구조, 5d<10%",-0.2405,False,False,False,False,1.29,False,False,False,True,11.7,15.0,81580,83980,85900,80290
기타,삼성화재,000810,441500,333.35,203139.2,43.0,-1.81,-816.6227,-382.73025,-0.29,-3.07,1.15,2,"상승구조, 5d<10%",-0.193,False,False,False,False,1.14,False,False,False,True,9.5,15.0,444360,454890,463320,436140
KOSDAQ,와이지엔터테인먼트,122870,91500,241.04,17102.3,26.7,-3.72,-276.5984,45.20519,0.35,1.1,1.67,2,"MACD↑, 5d<10%",-0.251,False,False,False,False,0.96,False,False,False,True,9.5,15.0,93070,97000,100150,92180
기타,메리츠금융지주,138040,110500,236.31,193620.1,46.9,-2.53,-135.5592,-77.32258,-0.23,-2.81,-1.16,2,"RSI 45~65, 5d<10%",-0.1896,False,False,False,False,0.58,False,False,False,True,9.5,15.0,111830,114910,117370,109970
기타,KT&G,033780,134200,226.09,160869.2,50.6,-1.5,-447.7443,-27.3594,-1.35,-1.61,-3.73,2,"RSI 45~65, 5d<10%",-0.196,False,False,False,False,0.81,False,False,False,True,9.5,15.0,134890,137610,139800,132160
기타,현대제철,004020,33000,192.23,44037.1,50.8,-1.5,-2.8301,-45.59149,1.02,-3.37,-0.9,2,"RSI 45~65, 5d<10%",-0.2261,False,False,False,False,1.03,False,False,False,True,9.5,15.0,33000,34110,35000,32500
기타,KT,030200,49150,175.46,123868.7,43.0,-1.6,28.733,-26.19541,-0.4,-1.01,-1.6,2,"MACD>0, 5d<10%",-0.2071,False,False,False,False,0.68,False,False,False,True,9.5,15.0,49590,50310,50870,48530
기타,SK이터닉스,475150,20800,142.91,7020.8,32.3,-6.04,-192.2595,17.41145,-0.26,-2.12,-11.49,2,"MACD↑, 5d<10%",-0.2328,False,False,False,False,0.78,False,False,False,True,9.5,15.0,21590,22680,23560,21470
KOSDAQ,코나아이,052400,47100,126.22,6859.3,45.9,-5.12,-125.3178,-269.6923,0.08,-6.18,-1.26,2,"RSI 45~65, 5d<10%",-0.1826,False,False,False,False,0.89,False,False,False,True,9.5,15.0,48210,51070,53360,48150
기타,이마트,139480,72200,97.37,19924.2,44.6,-2.36,28.4512,-93.57825,-0.05,-2.43,-0.82,2,"MACD>0, 5d<10%",-0.2096,False,False,False,False,0.87,False,False,False,True,9.5,15.0,73160,74730,75990,71730
기타,iM금융지주,139130,13230,96.88,21439.8,45.7,-2.35,-7.7403,-20.33734,0.61,-2.36,-0.68,2,"RSI 45~65, 5d<10%",-0.1927,False,False,False,False,0.8,False,False,False,True,9.5,15.0,13360,13740,14040,13140
KOSDAQ,주성엔지니어링,036930,30700,74.85,14511.4,42.1,-1.63,-155.9446,-15.26497,-0.66,-0.97,-0.97,2,"상승구조, 5d<10%",-0.1756,False,False,False,False,0.97,False,False,False,True,9.5,15.0,30700,31870,32810,30270
기타,신세계,004170,173700,61.41,16753.7,38.9,-2.68,-666.8453,-77.50412,-0.24,-2.53,-0.91,2,"상승구조, 5d<10%",-0.233,False,False,False,False,1.02,False,False,False,True,9.5,15.0,176200,180750,184380,173120
기타,DB손해보험,005830,126800,244.17,89774.4,35.0,-4.62,-605.7067,-129.70993,0.05,-4.08,-2.46,1,5d<10%,-0.2469,False,False,False,False,0.79,False,False,False,True,7.3,15.0,131080,134810,137790,128960
기타,CJ제일제당,097950,229500,100.18,34549.4,42.0,-1.26,-12.2453,-222.48365,-1.27,-1.29,-0.22,1,5d<10%,-0.1792,False,False,False,False,0.55,False,False,False,True,7.3,15.0,230570,234280,237250,225450
KOSDAQ,성광벤드,014620,31500,51.15,8365.6,41.5,-2.03,-4.1467,-10.20103,-1.06,-1.25,3.11,1,5d<10%,-0.1834,False,False,False,False,1.21,False,False,False,True,7.3,15.0,31500,32990,34180,31190
